               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,             0.04038,             0.02712,                   0,             0.66436,             0.81539,             0.74223,             0.35272,            0.029518,            0.011489,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.044397,            0.024275,                   0,             0.66436,             0.81539,             0.74223,             0.35272,            0.029518,            0.011489,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.040772,             0.01985,                   0,             0.69694,             0.81215,             0.78417,             0.38361,            0.028898,             0.01159,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,             0.04114,            0.025498,                   0,             0.69694,             0.81215,             0.78417,             0.38361,            0.028898,             0.01159,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.043224,            0.029938,                   0,             0.69694,             0.81215,             0.78417,             0.38361,            0.028898,             0.01159,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.038357,            0.024512,                   0,             0.69665,             0.81103,             0.79929,             0.40944,            0.029139,            0.011463,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.038113,            0.027943,                   0,             0.69665,             0.81103,             0.79929,             0.40944,            0.029139,            0.011463,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.042229,             0.02891,                   0,             0.66941,             0.70588,              0.7919,             0.39039,            0.028838,            0.011499,                   0,            0.001387,            0.001387,            0.001387
                 176,             0.04234,            0.026096,                   0,             0.66941,             0.70588,              0.7919,             0.39039,            0.028838,            0.011499,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.039853,             0.01975,                   0,             0.66941,             0.70588,              0.7919,             0.39039,            0.028838,            0.011499,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.044156,            0.028436,                   0,             0.67732,              0.7416,             0.79719,             0.41425,            0.028561,            0.011573,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.039486,            0.026515,                   0,             0.67732,              0.7416,             0.79719,             0.41425,            0.028561,            0.011573,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.041027,            0.024796,                   0,             0.68399,             0.76396,             0.79171,             0.39774,            0.028728,            0.011687,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.039974,             0.02197,                   0,             0.68399,             0.76396,             0.79171,             0.39774,            0.028728,            0.011687,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.044298,            0.023795,                   0,             0.68399,             0.76396,             0.79171,             0.39774,            0.028728,            0.011687,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.042286,            0.027325,                   0,             0.66922,             0.70588,             0.80898,             0.37898,             0.02844,            0.011628,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.040039,            0.027628,                   0,             0.66922,             0.70588,             0.80898,             0.37898,             0.02844,            0.011628,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.040099,            0.025971,                   0,             0.67251,             0.76471,              0.7935,               0.392,            0.027917,            0.011805,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.042517,            0.026986,                   0,             0.67251,             0.76471,              0.7935,               0.392,            0.027917,            0.011805,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.039738,            0.030625,                   0,             0.67251,             0.76471,              0.7935,               0.392,            0.027917,            0.011805,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.036565,            0.027157,                   0,             0.71288,             0.76471,             0.80562,             0.38937,            0.027762,            0.011779,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.035264,            0.023842,                   0,             0.71288,             0.76471,             0.80562,             0.38937,            0.027762,            0.011779,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.038307,            0.024496,                   0,             0.63754,             0.76471,             0.79551,             0.41782,             0.02757,            0.011863,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.044201,             0.02319,                   0,             0.63754,             0.76471,             0.79551,             0.41782,             0.02757,            0.011863,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.039664,            0.025561,                   0,             0.63754,             0.76471,             0.79551,             0.41782,             0.02757,            0.011863,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.038911,            0.027569,                   0,             0.67377,             0.72969,             0.78978,             0.40798,            0.027501,            0.011883,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.034896,            0.021997,                   0,             0.67377,             0.72969,             0.78978,             0.40798,            0.027501,            0.011883,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.043399,             0.02833,                   0,             0.68319,             0.76128,             0.79044,             0.40741,            0.027687,            0.011949,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.036793,            0.026546,                   0,             0.68319,             0.76128,             0.79044,             0.40741,            0.027687,            0.011949,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.036241,            0.021986,                   0,             0.68319,             0.76128,             0.79044,             0.40741,            0.027687,            0.011949,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.038435,            0.026537,                   0,             0.67767,             0.76471,             0.80345,             0.43866,            0.027645,            0.011941,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.039416,            0.023677,                   0,             0.67767,             0.76471,             0.80345,             0.43866,            0.027645,            0.011941,                   0,            0.000199,            0.000199,            0.000199
